drug_name,medical_condition,drug_classes,activity,pregnancy_category,rating,no_of_reviews,side_effect_categories
2344,Acne,274,0.0,4,10.0,3.0,['other']
2348,Acne,249,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'dermatological', 'hearing']"
2352,Acne,237,0.0,6,8.9,8.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'vision', 'blood_pressure']"
2366,Acne,175,0.0,4,0.0,0.0,['other']
2370,Acne,249,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'dermatological', 'hearing']"
2375,Acne,175,0.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
2421,Acne,245,0.0,2,0.0,0.0,"['allergic', 'neurological', 'dermatological']"
2438,Acne,253,0.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'blood_pressure']"
2439,Acne,253,0.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'blood_pressure']"
2440,Acne,253,0.0,2,0.0,0.0,['other']
2450,Acne,249,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'dermatological', 'hearing']"
2452,Acne,249,0.0,2,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological', 'systemic', 'hearing']"
2453,Acne,249,0.0,2,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological', 'systemic', 'hearing']"
2466,Acne,253,0.0,2,10.0,1.0,"['allergic', 'dermatological']"
2470,Acne,175,0.0,4,0.0,0.0,"['allergic', 'dermatological']"
2471,Acne,175,0.0,4,9.5,2.0,"['allergic', 'dermatological']"
2473,Acne,175,0.0,4,0.0,0.0,"['allergic', 'dermatological']"
2474,Acne,253,0.0,2,8.0,2.0,"['allergic', 'dermatological']"
2476,Acne,253,0.0,2,0.0,0.0,"['allergic', 'dermatological']"
2480,Acne,253,0.0,2,0.0,0.0,"['allergic', 'dermatological']"
2488,Acne,105,0.0,5,2.6,5.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2572,Acne,249,0.0,2,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological', 'systemic', 'hearing']"
2621,Acne,105,0.0,5,4.4,5.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'mental_health', 'vision', 'blood_pressure']"
2622,Acne,105,0.0,5,6.5,12.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'mental_health', 'vision', 'blood_pressure']"
2623,Acne,105,0.0,5,3.7,28.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2635,Acne,245,0.0,6,10.0,1.0,"['allergic', 'dermatological']"
2666,Acne,245,0.0,6,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological']"
2746,Acne,245,0.0,2,10.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological', 'mental_health', 'sexual_health', 'weight_appetite']"
2812,Acne,245,0.0,6,0.0,0.0,['dermatological']
2840,Acne,245,0.0,2,0.0,0.0,"['allergic', 'neurological', 'dermatological', 'blood_pressure']"
2844,Acne,105,0.0,5,8.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2899,Acne,105,0.0,5,6.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'mental_health', 'vision', 'blood_pressure']"
2804,ADHD,90,100.0,2,7.3,768.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
104,ADHD,90,95.0,2,7.4,360.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
105,ADHD,90,51.0,2,7.9,207.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
830,ADHD,90,40.0,2,6.8,382.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'hearing', 'weight_appetite', 'blood_pressure']"
1696,ADHD,90,39.0,2,7.3,799.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite']"
904,ADHD,90,38.0,2,8.3,73.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite', 'blood_pressure']"
2229,ADHD,90,36.0,2,5.4,21.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'hearing', 'weight_appetite', 'blood_pressure']"
223,ADHD,5,35.0,2,7.2,10.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'sexual_health']"
868,ADHD,90,32.0,2,6.5,8.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'weight_appetite', 'blood_pressure']"
1605,ADHD,90,32.0,2,8.7,3.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'weight_appetite', 'blood_pressure']"
1812,ADHD,90,32.0,2,7.0,833.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'hearing', 'weight_appetite', 'blood_pressure']"
2228,ADHD,90,32.0,2,2.0,1.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'weight_appetite', 'blood_pressure']"
407,ADHD,90,31.0,6,7.6,11.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'weight_appetite', 'blood_pressure']"
2221,ADHD,7,30.0,6,4.8,12.0,"['gastrointestinal', 'cardiovascular', 'sleep_disorder', 'weight_appetite', 'blood_pressure']"
2449,ADHD,7,27.0,2,5.2,478.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'sleep_disorder', 'mental_health', 'hearing', 'weight_appetite']"
970,ADHD,90,24.0,2,8.6,93.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
263,ADHD,90,23.0,2,6.8,894.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
2301,ADHD,90,23.0,2,6.9,160.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'hearing', 'weight_appetite', 'blood_pressure']"
975,ADHD,90,16.0,2,8.3,194.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
556,ADHD,161,14.0,2,6.1,133.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite']"
793,ADHD,34,14.0,2,7.6,61.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
1567,ADHD,34,13.0,1,6.3,152.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'vision', 'blood_pressure']"
955,ADHD,26,12.0,2,9.4,35.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
1424,ADHD,34,12.0,1,5.8,257.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'vision', 'blood_pressure']"
1338,ADHD,90,10.0,2,5.8,127.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'hearing', 'weight_appetite']"
359,ADHD,7,9.0,2,5.1,558.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'sleep_disorder', 'mental_health', 'hearing', 'weight_appetite']"
1339,ADHD,90,8.0,2,7.0,106.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'hearing', 'weight_appetite']"
262,ADHD,90,7.0,2,6.4,119.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite']"
2302,ADHD,90,7.0,2,7.9,17.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
1616,ADHD,34,6.0,2,7.4,18.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
1810,ADHD,90,6.0,2,8.2,14.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
973,ADHD,90,5.0,2,6.3,266.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'hearing', 'weight_appetite']"
1800,ADHD,26,5.0,2,8.8,52.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
1851,ADHD,90,5.0,2,7.5,41.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health']"
1790,ADHD,90,4.0,2,7.1,41.0,['other']
1811,ADHD,90,3.0,2,8.5,8.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
2012,ADHD,193,3.0,2,8.2,9.0,"['allergic', 'muscle_pain', 'cardiovascular', 'weight_appetite']"
2195,ADHD,90,3.0,2,9.5,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
2380,ADHD,112,3.0,2,10.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'sexual_health', 'blood_pressure']"
2853,ADHD,90,3.0,2,8.1,25.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'hearing', 'weight_appetite']"
106,ADHD,90,2.0,2,6.7,3.0,['other']
300,ADHD,90,2.0,2,6.8,11.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite', 'blood_pressure']"
320,ADHD,90,2.0,2,8.1,24.0,"['gastrointestinal', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health']"
957,ADHD,226,2.0,2,7.0,8.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1241,ADHD,90,2.0,2,6.9,33.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite']"
1885,ADHD,90,2.0,2,5.5,124.0,"['gastrointestinal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
2261,ADHD,90,2.0,2,0.0,0.0,['other']
127,ADHD,90,1.0,2,8.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite']"
128,ADHD,90,1.0,2,6.1,53.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite']"
948,ADHD,263,1.0,4,8.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1104,ADHD,90,1.0,2,6.6,26.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite']"
1242,ADHD,90,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'hearing', 'sexual_health', 'weight_appetite']"
1525,ADHD,263,1.0,4,5.5,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'blood_pressure']"
974,ADHD,90,0.0,6,7.6,11.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'hearing', 'weight_appetite', 'blood_pressure']"
2783,ADHD,7,0.0,6,4.5,13.0,"['gastrointestinal', 'allergic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
2655,AIDS/HIV,72,97.0,1,7.1,14.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
498,AIDS/HIV,72,80.0,6,6.9,171.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'weight_appetite']"
2645,AIDS/HIV,72,71.0,2,8.3,119.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1386,AIDS/HIV,72,61.0,1,7.2,122.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'weight_appetite']"
2451,AIDS/HIV,72,60.0,1,9.5,89.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'weight_appetite']"
363,AIDS/HIV,72,57.0,3,9.1,103.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
947,AIDS/HIV,72,53.0,6,4.8,5.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite', 'blood_pressure']"
1968,AIDS/HIV,71,50.0,1,1.0,3.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure', 'diabetes']"
1583,AIDS/HIV,142,40.0,2,8.6,17.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1059,AIDS/HIV,72,37.0,6,5.9,30.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2578,AIDS/HIV,142,35.0,1,6.8,19.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
4,AIDS/HIV,72,34.0,2,8.3,120.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2181,AIDS/HIV,212,34.0,2,7.7,4.0,"['gastrointestinal', 'allergic', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure', 'diabetes']"
495,AIDS/HIV,72,33.0,6,6.9,171.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'weight_appetite']"
805,AIDS/HIV,72,33.0,1,9.5,89.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'weight_appetite']"
568,AIDS/HIV,72,31.0,6,8.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1050,AIDS/HIV,72,31.0,6,5.9,30.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1165,AIDS/HIV,274,31.0,6,4.8,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite', 'blood_pressure']"
819,AIDS/HIV,72,20.0,1,8.3,58.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
2283,AIDS/HIV,212,20.0,1,10.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'weight_appetite', 'blood_pressure', 'diabetes']"
1191,AIDS/HIV,72,18.0,2,10.0,5.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
2303,AIDS/HIV,71,17.0,1,1.0,3.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure', 'diabetes']"
1643,AIDS/HIV,192,16.0,2,6.5,4.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'hearing', 'weight_appetite']"
2533,AIDS/HIV,192,14.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
2791,AIDS/HIV,192,14.0,1,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1049,AIDS/HIV,142,13.0,1,7.0,25.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
1611,AIDS/HIV,212,13.0,2,6.8,4.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite', 'blood_pressure', 'diabetes']"
1185,AIDS/HIV,192,12.0,2,6.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'systemic', 'hearing', 'weight_appetite']"
1565,AIDS/HIV,180,12.0,1,8.0,2.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'weight_appetite']"
2485,AIDS/HIV,180,12.0,3,4.4,5.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
3,AIDS/HIV,192,11.0,2,1.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite', 'blood_pressure']"
1138,AIDS/HIV,72,10.0,3,9.1,107.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'weight_appetite']"
1164,AIDS/HIV,72,10.0,1,7.1,14.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
